timestamp,frame_number,status,method,contour_count,person_count
2026-07-09 10:01:16.295,509,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:16.342,510,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:16.370,511,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:16.411,512,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:16.445,513,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:16.494,514,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:16.538,515,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:16.579,516,MOTION DETECTED,3-Frame Differencing,5,5
2026-07-09 10:01:16.626,517,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:16.667,518,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:16.702,519,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:16.744,520,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:16.781,521,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:16.827,522,MOTION DETECTED,3-Frame Differencing,12,12
2026-07-09 10:01:16.879,523,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:16.926,524,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:16.962,525,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:16.995,526,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:17.044,527,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:17.075,528,MOTION DETECTED,3-Frame Differencing,11,11
2026-07-09 10:01:17.124,529,MOTION DETECTED,3-Frame Differencing,11,11
2026-07-09 10:01:17.164,530,MOTION DETECTED,3-Frame Differencing,13,13
2026-07-09 10:01:17.198,531,MOTION DETECTED,3-Frame Differencing,11,11
2026-07-09 10:01:17.243,532,MOTION DETECTED,3-Frame Differencing,13,13
2026-07-09 10:01:17.277,533,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:17.331,534,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:17.365,535,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:17.416,536,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:17.454,537,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:17.494,538,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:17.527,539,MOTION DETECTED,3-Frame Differencing,4,4
2026-07-09 10:01:17.562,540,MOTION DETECTED,3-Frame Differencing,5,5
2026-07-09 10:01:17.593,541,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:17.637,542,MOTION DETECTED,3-Frame Differencing,13,13
2026-07-09 10:01:17.690,543,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:17.727,544,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:17.762,545,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:17.794,546,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:17.826,547,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:17.863,548,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:17.912,549,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:17.948,550,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:17.984,551,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:18.010,552,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:18.045,553,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:18.093,554,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:18.127,555,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:18.189,556,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:18.224,557,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:18.259,558,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:18.300,559,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:18.330,560,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:18.366,561,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:18.410,562,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:18.445,563,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:18.479,564,MOTION DETECTED,3-Frame Differencing,12,12
